Fund Allocator ID,Investment Manager Allocator ID,Source Asset,As At Date,Deal Status,missing_expected_fields
Aa967c0,Afc0dbf,"8000 Tartak Street Owner LLC (""Embassy Suites"")",2026-03-31,Current,Capital Invested
Ad52755,A664a6a,"Paymerang, LLC",2026-03-31,Fully Exited,Capital Invested
Ab73bb9,A664a6a,"eHealth Global Technologies, Inc",2026-03-31,Current,Capital Invested
Aa874b3,Afc0dbf,"LAQ 2023-LAQ Class G Mortgage Trust (""CMBS"")",2026-03-31,Current,Capital Invested
A87187f,Afc0dbf,ACP Newbury 2 Investor LLC,2026-03-31,Current,Capital Invested
Acc9329,A041a39,Arcanist (TwoArcanists Corp.),2026-03-31,Current,Geographic Focus
Acc9329,A041a39,"Arda Industries, Inc.",2026-03-31,Current,Geographic Focus
Acc9329,A041a39,"Induction AI, Inc.",2026-03-31,Current,Geographic Focus
Ae7bb35,A5d1a01,Alo,2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Ae7bb35,A5d1a01,Apotek Hjrtat,2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Ae7bb35,A5d1a01,CTEK,2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Ae7bb35,A5d1a01,Carnegie,2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Ae7bb35,A5d1a01,Curato,2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Ae7bb35,A5d1a01,EWOS,2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Ae7bb35,A5d1a01,Eltek,2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Ae7bb35,A5d1a01,FMD,2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Ae7bb35,A5d1a01,Max Matthiessen,2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Ae7bb35,A5d1a01,Meltwater,2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Ae7bb35,A5d1a01,Norsk Gjenvinning,2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Ae7bb35,A5d1a01,Nova Austral,2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Ae7bb35,A5d1a01,ONE Nordic,2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Ae7bb35,A5d1a01,Orchid,2026-03-31,,"Capital Invested, Deal Status"
Ae7bb35,A5d1a01,SATS,2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Ae7bb35,A5d1a01,Sonion,2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A63aa12,Ac758cf,Dossier,2026-03-31,Current,"Sector, Geographic Focus"
A6fcde0,A6f625f,"AIM Parent Holdings, LLC",2026-03-31,Current,Capital Invested
A6fcde0,A6f625f,"ARF CLC Holdings, LLC",2026-03-31,Current,Capital Invested
A6fcde0,A6f625f,"American Tanker Holding Company, Inc.",2026-03-31,Current,Capital Invested
A6fcde0,A6f625f,"MG Transport Holdings, LLC",2026-03-31,Current,Capital Invested
A6fcde0,A6f625f,Other Investments,2026-03-31,Current,Capital Invested
A6fcde0,A6f625f,U.S. Marine Management LLC,2026-03-31,Current,Capital Invested
A80d33a,Ad15ca3,Armour Group Limited,2026-03-31,Current,Capital Invested
A3cb5c7,A109e0f,"AP Fund Holdings, LP",2026-03-31,Current,Capital Invested
A3cb5c7,A109e0f,"Ara AG Fiber Aggregator, LP",2026-03-31,Current,Capital Invested
A3cb5c7,A109e0f,"Ara Aloxe, Ltd.",2026-03-31,Current,Capital Invested
A3cb5c7,A109e0f,"Ara CM Holdings, LP",2026-03-31,Current,Capital Invested
A3cb5c7,A109e0f,"Ara Divert Holdings, LP",2026-03-31,Current,Capital Invested
A3cb5c7,A109e0f,"Ara Fund II BW Holdings, LP",2026-03-31,Current,Capital Invested
A3cb5c7,A109e0f,"Ara Fund II H2 Holdings, LP",2026-03-31,Current,Capital Invested
A3cb5c7,A109e0f,"Ara Fund II ST Holdings, LP",2026-03-31,Current,Capital Invested
A3cb5c7,A109e0f,"Ara PG Aggregator II, LP",2026-03-31,Current,Capital Invested
A3cb5c7,A109e0f,"Ara PG Aggregator, LP",2026-03-31,Current,Capital Invested
A3cb5c7,A109e0f,"Ara PS Holdings, LP",2026-03-31,Current,Capital Invested
A3cb5c7,A109e0f,"Ara Repeats Holdings, Ltd.",2026-03-31,,"Capital Invested, Deal Status"
A3cb5c7,A109e0f,"Cycle0 Aggregatorco, Ltd.",2026-03-31,Current,Capital Invested
A3cb5c7,A109e0f,PET AGG Limited (UK),2026-03-31,Current,Capital Invested
A930514,A109e0f,Ara Fund I Annex,2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A930514,A109e0f,"Ara Fund III Splitter, LP",2026-03-31,Current,Capital Invested
A930514,A109e0f,"Ara Sedron Holdings, LP",2026-03-31,Current,Capital Invested
A930514,A109e0f,BioVeritas,2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A930514,A109e0f,CFP Energy,2026-03-31,Current,Capital Invested
A930514,A109e0f,Cycle0,2026-03-31,Current,Capital Invested
A930514,A109e0f,GIDARA Energy,2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A930514,A109e0f,Genera,2026-03-31,Current,Capital Invested
A930514,A109e0f,Microtec,2026-03-31,Current,Capital Invested
A930514,A109e0f,Paratus,2026-03-31,Current,Capital Invested
A930514,A109e0f,Utility Global,2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A930514,A109e0f,Vacuumschmelze (VAC),2026-03-31,Current,Capital Invested
Afc9d9d,A109e0f,"Ara PG Aggregator, LP",2026-03-31,Current,Capital Invested
A6514b0,A109e0f,"Ara VAC IE Aggregator, LP",2026-03-31,Current,Capital Invested
Acc4ce2,Afc0dbf,"ACF II 4550 LVD Domestic LLC (""Embassy Suites La Jolla"")",2026-03-31,Current,Capital Invested
Acc4ce2,Afc0dbf,"ACF II 4C LLC (""Frisco 1690 Farm to Market LLC"")",2026-03-31,Current,Capital Invested
Acc4ce2,Afc0dbf,"ACF II CS LLC (""Woodlands College Station"")",2026-03-31,Current,Capital Invested
Acc4ce2,Afc0dbf,"ACF II Durrington LLC (""Stone Oak 21915 US Hwy LLC"")",2026-03-31,Current,Capital Invested
Acc4ce2,Afc0dbf,"ACF II LCV LLC (""Dallas 12500 Merit LLC"")",2026-03-31,Current,Capital Invested
Acc4ce2,Afc0dbf,ACF II Mission Gorge Intermediate LLC,2026-03-31,Current,Capital Invested
Acc4ce2,Afc0dbf,"ACF II NPL LLC (""NPL Loan Portfolio"")",2026-03-31,Current,Capital Invested
Acc4ce2,Afc0dbf,"ACF II Nova LLC (""San Antonio 14200 Vance Jackson LLC"")",2026-03-31,Current,Capital Invested
Acc4ce2,Afc0dbf,"ACF II SJ 8000 Intermediate LLC (""8000 Tartak Street Owners LLC"")",2026-03-31,Current,Capital Invested
Acc4ce2,Afc0dbf,"ACF II SOHO Holdings LLC (""Sotherly Hotels Portfolio"")",2026-03-31,Current,Capital Invested
Acc4ce2,Afc0dbf,ACF II SOHO Mezz Holdings LLC,2026-03-31,Current,Capital Invested
Acc4ce2,Afc0dbf,ACF II West Champions LLC,2026-03-31,Current,Capital Invested
Acc4ce2,Afc0dbf,"ACF II Woodlands Domestic LLC (""Woodlands Hospitality"")",2026-03-31,Current,Capital Invested
Acc4ce2,Afc0dbf,ACF II Woodlands LLC,2026-03-31,Current,Capital Invested
A466539,Afc0dbf,ACP BHI Direct Investment LLC,2026-03-31,Current,Capital Invested
A466539,Afc0dbf,ACP Beechwood Holdco LLC,2026-03-31,Current,Capital Invested
A466539,Afc0dbf,ACP CR Intermediate LLC,2026-03-31,Current,Capital Invested
A466539,Afc0dbf,ACP Corepoint JV LLC,2026-03-31,Current,Capital Invested
A466539,Afc0dbf,ACP Decatur LLC,2026-03-31,Current,Capital Invested
A466539,Afc0dbf,ACP El Segundo Mezz LLC,2026-03-31,Current,Capital Invested
A466539,Afc0dbf,ACP Mesquite Investor LLC,2026-03-31,Current,Capital Invested
A466539,Afc0dbf,ACP Monterey Hotel LLC,2026-03-31,Current,Capital Invested
A466539,Afc0dbf,ACP Newbury 2 Investor Intermediate LLC,2026-03-31,Current,Capital Invested
A466539,Afc0dbf,ACP Perry Intermediate LLC,2026-03-31,Current,Capital Invested
A466539,Afc0dbf,ACP Royal Lahaina LLC,2026-03-31,Current,Capital Invested
A466539,Afc0dbf,ACP SFR Pref LLC,2026-03-31,Current,Capital Invested
A466539,Afc0dbf,ACPC Elle Collections LLC,2026-03-31,Current,Capital Invested
A466539,Afc0dbf,Abacus Alamo Ranch Tenant LP,2026-03-31,Current,Capital Invested
A466539,Afc0dbf,Airport Hotels JV Manager LLC,2026-03-31,Current,Capital Invested
A466539,Afc0dbf,Ascendant Capital Fiber Holdings LLC,2026-03-31,Current,Capital Invested
A466539,Afc0dbf,B/A MF Investments LLC,2026-03-31,Current,Capital Invested
A960738,A670146,Acuity MD,2026-03-31,Current,Capital Invested
A960738,A670146,AgentSync,2026-03-31,Current,Capital Invested
A960738,A670146,Anduril,2026-03-31,Current,Capital Invested
A960738,A670146,Atreides SPC Offshore Investment in SpaceX,2026-03-31,Current,Capital Invested
A960738,A670146,Atreides Special Circumstances Offshore Fund Series N (Twitter),2026-03-31,Current,Capital Invested
A960738,A670146,Axiado Corporation,2026-03-31,Current,Capital Invested
A960738,A670146,Ayar Labs Inc,2026-03-31,Current,Capital Invested
A960738,A670146,Bombas LLC,2026-03-31,Current,Capital Invested
A960738,A670146,Carbon Health Technologies Inc.,2026-03-31,Current,Capital Invested
A960738,A670146,CelLink Corporation,2026-03-31,Current,Capital Invested
A960738,A670146,"Celero Communications, Inc.",2026-03-31,Current,Capital Invested
A960738,A670146,Cerebras Systems Inc.,2026-03-31,Current,Capital Invested
A960738,A670146,Chain Reaction,2026-03-31,Current,Capital Invested
A960738,A670146,Check Technologies Inc,2026-03-31,Current,Capital Invested
A960738,A670146,Crusoe Energy Holdings Inc.,2026-03-31,Current,Capital Invested
A960738,A670146,Cspeed,2026-03-31,Current,Capital Invested
A960738,A670146,Deep Cogito INC,2026-03-31,Current,Capital Invested
A960738,A670146,Drivenets,2026-03-31,Current,Capital Invested
A960738,A670146,Dustphotonics LTD,2026-03-31,Current,Capital Invested
A960738,A670146,Eight Sleep,2026-03-31,Current,Capital Invested
A960738,A670146,Electric AI,2026-03-31,Current,Capital Invested
A960738,A670146,Element Labs LTD.,2026-03-31,Current,Capital Invested
A960738,A670146,Empower Semiconducter INC,2026-03-31,Current,Capital Invested
A960738,A670146,Enfabrica Corporation,2026-03-31,,"Capital Invested, Deal Status"
A960738,A670146,Figment,2026-03-31,Current,Capital Invested
A960738,A670146,FluidStack Ltd.,2026-03-31,Current,Capital Invested
A960738,A670146,Fortell Research,2026-03-31,Current,Capital Invested
A960738,A670146,Genvid,2026-03-31,Current,Capital Invested
A960738,A670146,GoPuff,2026-03-31,Current,Capital Invested
A960738,A670146,Haul Hub Inc,2026-03-31,Current,Capital Invested
A960738,A670146,Imaging Ltd,2026-03-31,Current,Capital Invested
A960738,A670146,Investment in SPC Series R (X Holdings),2026-03-31,Current,Capital Invested
A960738,A670146,Investment in SPC,2026-03-31,Current,Capital Invested
A960738,A670146,K Health Inc.,2026-03-31,Current,Capital Invested
A960738,A670146,Lacework Inc,2026-03-31,Current,Capital Invested
A960738,A670146,Largo Films SA,2026-03-31,Current,Capital Invested
A960738,A670146,Lightbits Labs LTD,2026-03-31,Current,Capital Invested
A960738,A670146,Lyte Technologies,2026-03-31,Current,Capital Invested
A960738,A670146,Magic School Inc,2026-03-31,Current,Capital Invested
A960738,A670146,Matic Robots INC,2026-03-31,Current,Capital Invested
A960738,A670146,Metafy Inc,2026-03-31,Current,Capital Invested
A960738,A670146,Moov Technologies,2026-03-31,Current,Capital Invested
A960738,A670146,Mythic Inc.,2026-03-31,Current,Capital Invested
A960738,A670146,Nexar INC,2026-03-31,Current,Capital Invested
A960738,A670146,Nexite Ltd.,2026-03-31,Current,Capital Invested
A960738,A670146,OpenDeal Inc,2026-03-31,Current,Capital Invested
A960738,A670146,Orgio Inc,2026-03-31,Current,Capital Invested
A960738,A670146,Osmo,2026-03-31,Current,Capital Invested
A960738,A670146,Oura Health Oy,2026-03-31,Current,Capital Invested
A960738,A670146,Pallet Labs Inc,2026-03-31,Current,Capital Invested
A960738,A670146,Photonic INC,2026-03-31,Current,Capital Invested
A960738,A670146,Point Digital Finance Inc,2026-03-31,Current,Capital Invested
A960738,A670146,Prefect Technologies Inc,2026-03-31,Current,Capital Invested
A960738,A670146,QM Technologies,2026-03-31,Current,Capital Invested
A960738,A670146,"Realm Living, Inc.",2026-03-31,Current,Capital Invested
A960738,A670146,SiFive Inc,2026-03-31,Current,Capital Invested
A960738,A670146,Sightful Computers Ltd,2026-03-31,Current,Capital Invested
A960738,A670146,Skyryse INC,2026-03-31,Current,Capital Invested
A960738,A670146,SpaceX,2026-03-31,Current,Capital Invested
A960738,A670146,TBC-The Boring Company,2026-03-31,Current,Capital Invested
A960738,A670146,TensorWave Inc,2026-03-31,Current,Capital Invested
A960738,A670146,Web AI,2026-03-31,Current,Capital Invested
A960738,A670146,WekalO Ltd.,2026-03-31,Current,Capital Invested
A960738,A670146,X.AI,2026-03-31,Current,Capital Invested
A960738,A670146,Xsight Labs Ltd.,2026-03-31,Current,Capital Invested
A960738,A670146,Z League Inc,2026-03-31,Current,Capital Invested
A960738,A670146,Zipline International Inc,2026-03-31,Current,Capital Invested
A960738,A670146,Zola Inc,2026-03-31,Current,Capital Invested
A74c64f,A8be668,Chronos Labs Limited,2026-03-31,Written Down,Capital Invested
A74c64f,A8be668,Layer-2 Development corp,2026-03-31,Current,Capital Invested
A74c64f,A8be668,Medici Collective Co.,2026-03-31,Written Down,Capital Invested
A74c64f,A8be668,Offscreen Inc.,2026-03-31,Written Down,Capital Invested
A74c64f,A8be668,"Orb Labs, Inc.",2026-03-31,Written Down,Capital Invested
A74c64f,A8be668,Syncracy Fund Management LLC,2026-03-31,Written Off,Capital Invested
Ae20eb8,A54f085,"Commonwealth Fusion Systems, LLC",2026-03-31,Current,Capital Invested
Ab5e21c,A8be668,"Finley Technologies, Inc.",2026-03-31,Written Off,Capital Invested
A6709ea,A586fd2,Air Methods Corp,2026-03-31,Partially Exited,Current Cost
A6709ea,A586fd2,Altice France SA,2026-03-31,Partially Exited,Current Cost
A6709ea,A586fd2,Alvaria Inc,2026-03-31,Partially Exited,Current Cost
A6709ea,A586fd2,Apex Tool Group LLC,2026-03-31,Partially Exited,Current Cost
A6709ea,A586fd2,Arc Gaming & Technologies,2026-03-31,Partially Exited,Current Cost
A6709ea,A586fd2,CashRepublic Holdings Inc,2026-03-31,Partially Exited,Current Cost
A6709ea,A586fd2,Chief Power Finance,2026-03-31,Partially Exited,Current Cost
A6709ea,A586fd2,DAZN Limited,2026-03-31,Partially Exited,Current Cost
A6709ea,A586fd2,Doncasters Group,2026-03-31,Partially Exited,Current Cost
A6709ea,A586fd2,Fortrex Inc,2026-03-31,Partially Exited,Current Cost
A6709ea,A586fd2,ICP Group,2026-03-31,Partially Exited,Current Cost
A6709ea,A586fd2,J Palmer Collective LLC,2026-03-31,Partially Exited,Current Cost
A6709ea,A586fd2,Jonas Group Entertainment,2026-03-31,Partially Exited,Current Cost
A6709ea,A586fd2,Multimedia Music LP,2026-03-31,Partially Exited,Current Cost
A6709ea,A586fd2,New Enterprise Stone & Lime,2026-03-31,Partially Exited,Current Cost
A6709ea,A586fd2,NextDecade Corp,2026-03-31,Partially Exited,Current Cost
A6709ea,A586fd2,Pabst Blue Ribbon LLC,2026-03-31,Partially Exited,Current Cost
A6709ea,A586fd2,Project Banda (2025),2026-03-31,Partially Exited,Current Cost
A6709ea,A586fd2,Project Bath,2026-03-31,Partially Exited,Current Cost
A6709ea,A586fd2,Project Burgundy,2026-03-31,Partially Exited,Current Cost
A6709ea,A586fd2,Project Emerald,2026-03-31,Partially Exited,Current Cost
A6709ea,A586fd2,Project Ignite,2026-03-31,Partially Exited,Current Cost
A6709ea,A586fd2,Project Talisman,2026-03-31,Partially Exited,Current Cost
A6709ea,A586fd2,Project Trident (2025),2026-03-31,Partially Exited,Current Cost
A6709ea,A586fd2,Resolute Investment Managers,2026-03-31,Partially Exited,Current Cost
A6709ea,A586fd2,Spanish Broadcasting Inc (Debt),2026-03-31,Partially Exited,Current Cost
A6709ea,A586fd2,VATit Group Limited (2023 Facility),2026-03-31,Partially Exited,Current Cost
A67c3e6,A02cb18,EMC,2026-03-31,Fully Exited,Capital Invested
A67c3e6,A02cb18,ER-Telecom,2026-03-31,Fully Exited,Capital Invested
A67c3e6,A02cb18,Eco-Dolie,2026-03-31,Fully Exited,Capital Invested
A67c3e6,A02cb18,Etalon,2026-03-31,Fully Exited,Capital Invested
A67c3e6,A02cb18,FCB Group,2026-03-31,Fully Exited,Capital Invested
A67c3e6,A02cb18,Nostrum Oil&Gas,2026-03-31,Fully Exited,Capital Invested
A67c3e6,A02cb18,Novomet,2026-03-31,Fully Exited,Capital Invested
A67c3e6,A02cb18,Orient Express Bank,2026-03-31,Fully Exited,Capital Invested
A67c3e6,A02cb18,SK Rezerve,2026-03-31,Fully Exited,Capital Invested
A67c3e6,A02cb18,Teplant,2026-03-31,Written Off,Capital Invested
A44702b,Af8f7a9,Passive Investments,2026-03-31,Current,"Sector, Geographic Focus"
A73be2a,18be12,Auraria Student Lofts,2026-03-31,,Deal Status
A73be2a,18be12,Drewery Place,2026-03-31,,Deal Status
A73be2a,18be12,Embassy Suites,2026-03-31,,Deal Status
A73be2a,18be12,Haverly,2026-03-31,,Deal Status
A73be2a,18be12,Integra Vistas Apartments,2026-03-31,,Deal Status
A73be2a,18be12,L&O Apartments,2026-03-31,,Deal Status
A73be2a,18be12,Parkview on Hollybrook,2026-03-31,,Deal Status
A73be2a,18be12,Pell Public Storage,2026-03-31,,Deal Status
A73be2a,18be12,Rhode Island Student Housing,2026-03-31,,Deal Status
A73be2a,18be12,The Westerly,2026-03-31,,Deal Status
A73be2a,18be12,Thirty75 Tech,2026-03-31,,Deal Status
A73be2a,18be12,VivaBella,2026-03-31,,Deal Status
Aa71003,18be12,2900 Terrace,2026-03-31,Current,Capital Invested
Aa71003,18be12,35 Stone,2026-03-31,Current,Capital Invested
Aa71003,18be12,Aer Lamar,2026-03-31,Current,Capital Invested
Aa71003,18be12,American House Oak Park,2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Aa71003,18be12,Artisan Oaks,2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Aa71003,18be12,"Arya - Los Angeles, California",2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Aa71003,18be12,Bridge Point,2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Aa71003,18be12,Capital One Facility Portfolio,2026-03-31,Current,Capital Invested
Aa71003,18be12,Ferncliff,2026-03-31,Current,Capital Invested
Aa71003,18be12,Freddie Mac 2021 - KF126 B Piece,2026-03-31,Current,Capital Invested
Aa71003,18be12,Freddie Mac 2022 - KF134 B Piece,2026-03-31,Current,Capital Invested
Aa71003,18be12,Freddie Mac 2022 - KF145 B Piece,2026-03-31,Current,Capital Invested
Aa71003,18be12,Freddie Mac 2022 - KF151,2026-03-31,Current,Capital Invested
Aa71003,18be12,Freddie Mac 2023 - KF151 B Piece,2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Aa71003,18be12,Freddie Mac 2025-MN12,2026-03-31,Current,Capital Invested
Aa71003,18be12,Freddie Mac 2026-MN13,2026-03-31,Current,Capital Invested
Aa71003,18be12,Inspire Sonoran Desert,2026-03-31,Current,Capital Invested
Aa71003,18be12,JP Morgan Facility Portfolio,2026-03-31,Current,Capital Invested
Aa71003,18be12,La Sierra,2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Aa71003,18be12,Navona,2026-03-31,Current,Capital Invested
Aa71003,18be12,Nova Tallahassee,2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Aa71003,18be12,SaltAire - Torrance,2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Aa71003,18be12,South Tryon Flats,2026-03-31,Current,Capital Invested
Aa71003,18be12,The Bouldin & 1301 S Lamar,2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Aa71003,18be12,"The Saint Grand - Chicago, Illinois",2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Aa71003,18be12,The Valiant,2026-03-31,Current,Capital Invested
Aa71003,18be12,Towerview at Ballantyne,2026-03-31,Current,Capital Invested
A40cc93,A49a079,"Altamira Parent Holdings, LLC",2026-03-31,,"Capital Invested, Deal Status"
A40cc93,A49a079,"AppOmni, Inc.",2026-03-31,Current,Capital Invested
A40cc93,A49a079,"Arctic Wolf Networks, Inc. (f/k/a Revelstoke)",2026-03-31,Current,Capital Invested
A40cc93,A49a079,"Authentic8, Inc.",2026-03-31,Current,Capital Invested
A40cc93,A49a079,BigID Inc.,2026-03-31,Current,Capital Invested
A40cc93,A49a079,"Databricks, Inc. (f/k/a Okera)",2026-03-31,Current,Capital Invested
A40cc93,A49a079,"Diamanti, Inc.",2026-03-31,Current,Capital Invested
A40cc93,A49a079,"Frontier Aggregator, LLC (f/k/a Fortress Security)",2026-03-31,Current,Capital Invested
A40cc93,A49a079,Harness Inc. (f/k/a ZeroNorth),2026-03-31,Current,Capital Invested
A40cc93,A49a079,Inky Technology Corporation,2026-03-31,,"Capital Invested, Deal Status"
A40cc93,A49a079,KKR Olive Co-Invest L.P. (a/k/a Optiv),2026-03-31,Current,Capital Invested
A40cc93,A49a079,Mitiga Security Inc.,2026-03-31,Current,Capital Invested
A40cc93,A49a079,"ProcessUnity ComboCo, LLC (f/k/a CyberGRX)",2026-03-31,Current,Capital Invested
A40cc93,A49a079,"Query.AI, Inc.",2026-03-31,Current,Capital Invested
A40cc93,A49a079,"Singularity TopCo LLC (a/k/a Human, f/k/a White Ops)",2026-03-31,Current,Capital Invested
A23ee88,Ad70035,"Tract (LandCo) I, LP",2026-03-31,Current,Capital Invested
94148b,c51f36,Kraken,2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A1e8a7e,Ac37569,American-Sino Healthcare,2026-03-31,Partially Exited,Current Cost
A1e8a7e,Ac37569,C1 Consumer,2026-03-31,Partially Exited,Current Cost
A1e8a7e,Ac37569,Jamieson Wellness,2026-03-31,Partially Exited,Current Cost
A1e8a7e,Ac37569,Oriental Yuhong Waterproof Technology,2026-03-31,Partially Exited,Current Cost
A1e8a7e,Ac37569,Project Crane,2026-03-31,Partially Exited,Current Cost
A1e8a7e,Ac37569,Xingsheng Preference Group Purchasing,2026-03-31,Partially Exited,Current Cost
Af5ff4f,Ac37569,China Feihe,2026-03-31,Partially Exited,Current Cost
Af5ff4f,Ac37569,Datong Insurance Services,2026-03-31,Partially Exited,Current Cost
Af5ff4f,Ac37569,Dongbao Pharmaceutical,2026-03-31,Partially Exited,Current Cost
Af5ff4f,Ac37569,Far East Horizon Leasing,2026-03-31,Partially Exited,Current Cost
Af5ff4f,Ac37569,Oriental Yuhong Waterproof Technology,2026-03-31,Partially Exited,Current Cost
Af5ff4f,Ac37569,Shape Technologies,2026-03-31,Partially Exited,Current Cost
Af5ff4f,Ac37569,Sinopharm Leasing,2026-03-31,Partially Exited,Current Cost
Af5ff4f,Ac37569,V2 Healthcare,2026-03-31,Partially Exited,Current Cost
Af5ff4f,Ac37569,Venus Medtech,2026-03-31,Partially Exited,Current Cost
Af5ff4f,Ac37569,Xingsheng Preference Group Purchasing,2026-03-31,Partially Exited,Current Cost
Ab80ef5,A7d02b3,Apax X L.P.,2026-03-31,Current,"Capital Invested, Current Cost"
Ab80ef5,A7d02b3,"Ares Corporate Opportunities Fund VI, L.P.",2026-03-31,Current,"Capital Invested, Current Cost"
Ab80ef5,A7d02b3,"Audax Private Equity Fund VII-B, L.P.",2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Ab80ef5,A7d02b3,BC Partners Fund XI,2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Ab80ef5,A7d02b3,"Baring Asia Private Equity Fund VIII, L.P.",2026-03-31,Current,"Capital Invested, Current Cost"
Ab80ef5,A7d02b3,Blackstone Tactical Opportunities Fund IV L.P.,2026-03-31,Current,"Capital Invested, Current Cost"
Ab80ef5,A7d02b3,Bregal Unternehmerkapital III SCSp,2026-03-31,Partially Exited,Current Cost
Ab80ef5,A7d02b3,Bridgepoint Europe VII,2026-03-31,Partially Exited,Current Cost
Ab80ef5,A7d02b3,"CPE China Fund IV, L.P.",2026-03-31,Partially Exited,Current Cost
Ab80ef5,A7d02b3,CVC Capital Partners Asia V L.P.,2026-03-31,Partially Exited,Current Cost
Ab80ef5,A7d02b3,"Centerbridge Capital Partners IV, L.P.",2026-03-31,Current,"Capital Invested, Current Cost"
Ab80ef5,A7d02b3,"Clayton, Dubilier & Rice Fund XI, L.P.",2026-03-31,Partially Exited,Current Cost
Ab80ef5,A7d02b3,"Francisco Partners VI, L.P.",2026-03-31,Partially Exited,Current Cost
Ab80ef5,A7d02b3,"Francisco Partners VII, L.P.",2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Ab80ef5,A7d02b3,GI Partners Fund VI LP,2026-03-31,Current,"Capital Invested, Current Cost"
Ab80ef5,A7d02b3,"Green Equity Investors VIII, L.P.",2026-03-31,Partially Exited,Current Cost
Ab80ef5,A7d02b3,IDG China Venture Capital Fund VII L.P.,2026-03-31,Current,"Capital Invested, Current Cost"
Ab80ef5,A7d02b3,KKR Asian Fund IV SCSp,2026-03-31,Current,"Capital Invested, Current Cost"
Ab80ef5,A7d02b3,"L Catterton IX, L.P.",2026-03-31,Partially Exited,Current Cost
Ab80ef5,A7d02b3,"MBK Partners Fund V, L.P.",2026-03-31,Partially Exited,Current Cost
Ab80ef5,A7d02b3,Montagu VI L.P.,2026-03-31,Partially Exited,Current Cost
Ab80ef5,A7d02b3,"New Mountain Partners VI, L.P.",2026-03-31,Current,"Capital Invested, Current Cost"
Ab80ef5,A7d02b3,"Nordic Capital Fund XI, L.P.",2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Ab80ef5,A7d02b3,"Nordic Capital X, L.P.",2026-03-31,Current,"Capital Invested, Current Cost"
Ab80ef5,A7d02b3,"Oak Hill Capital Partners V, L.P.",2026-03-31,Current,"Capital Invested, Current Cost"
Ab80ef5,A7d02b3,Oakley Capital V-B1 SCSp,2026-03-31,Current,"Capital Invested, Current Cost"
Ab80ef5,A7d02b3,PAI Partners VIII-1 SCSp,2026-03-31,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Ab80ef5,A7d02b3,"PSG V, L.P.",2026-03-31,Current,"Capital Invested, Current Cost"
Ab80ef5,A7d02b3,Project Antarctica,2026-03-31,Partially Exited,Current Cost
Ab80ef5,A7d02b3,Project Artemis,2026-03-31,Partially Exited,Current Cost
Ab80ef5,A7d02b3,Project Ash,2026-03-31,Partially Exited,Current Cost
Ab80ef5,A7d02b3,Project Atlas,2026-03-31,Partially Exited,Current Cost
Ab80ef5,A7d02b3,Project Balvenie,2026-03-31,Partially Exited,Current Cost
Ab80ef5,A7d02b3,Project Boylston,2026-03-31,Partially Exited,Current Cost
Ab80ef5,A7d02b3,Project Cadence,2026-03-31,Partially Exited,Current Cost
