Fund Allocator ID,Investment Manager Allocator ID,Source Asset,As At Date,Deal Status,missing_expected_fields
Ac472e1,A7d02b3,"Platinum Equity Capital Partners VI, L.P.",2025-06-30,Current,"Capital Invested, Current Cost"
Ac472e1,A7d02b3,Project Barley,2025-06-30,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Clementine,2025-06-30,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Empower,2025-06-30,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Fairy,2025-06-30,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Gondor,2025-06-30,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Graduate,2025-06-30,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Helvetica,2025-06-30,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Jade,2025-06-30,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Jumpman,2025-06-30,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Loch,2025-06-30,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Macedonia,2025-06-30,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Nancy,2025-06-30,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Perth,2025-06-30,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Raindrop,2025-06-30,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Rhythm,2025-06-30,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Rooster,2025-06-30,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Spear,2025-06-30,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Twenty-Four,2025-06-30,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Vision,2025-06-30,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Waltz,2025-06-30,Partially Exited,Current Cost
Ac472e1,A7d02b3,Project Wings,2025-06-30,Partially Exited,Current Cost
Ac472e1,A7d02b3,"TPG Partners IX, L.P.",2025-06-30,Partially Exited,Current Cost
Ac472e1,A7d02b3,"Tailwind Capital Partners IV, L.P.",2025-06-30,,Deal Status
Ac472e1,A7d02b3,The Triton Fund VI,2025-06-30,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Ac472e1,A7d02b3,"TowerBrook Investors VI (Onshore), L.P.",2025-06-30,Partially Exited,Current Cost
Ac472e1,A7d02b3,Undisclosed Investments,2025-06-30,Partially Exited,Current Cost
Aa12a53,A8bd477,Driven Brands Holdings Inc.,2025-06-30,Partially Exited,Capital Invested
A947e8c,A97e2ad,Dunbar Setanta GP LLC,2025-06-30,Partially Exited,Current Cost
A9ffbf3,Ad7e703,American Secure Living Inc.; aka Longmark,2025-06-30,Current,Capital Invested
A9ffbf3,Ad7e703,"Bloom Studios, Inc.; aka Indigo",2025-06-30,Current,Capital Invested
A9ffbf3,Ad7e703,"Homeward, Inc.",2025-06-30,Current,Capital Invested
A9ffbf3,Ad7e703,"Honey Homes, Inc.",2025-06-30,Current,Capital Invested
A9ffbf3,Ad7e703,Latii Inc.,2025-06-30,Current,Capital Invested
A9ffbf3,Ad7e703,Mainstay Labs Inc. aka Open Exchange Labs Inc.,2025-06-30,Current,Capital Invested
A9ffbf3,Ad7e703,Ostrich X Ltd,2025-06-30,Current,Capital Invested
A9ffbf3,Ad7e703,"PassiveLogic, Inc.",2025-06-30,Current,Capital Invested
A9ffbf3,Ad7e703,"Shepherd Labs, Inc.",2025-06-30,Current,Capital Invested
A9ffbf3,Ad7e703,"Suffolk Technology Boost, LLC",2025-06-30,Current,Capital Invested
A9ffbf3,Ad7e703,"TKTK Media, Inc.",2025-06-30,Current,Capital Invested
A9ffbf3,Ad7e703,Tempo Works Inc.,2025-06-30,Current,Capital Invested
A9ffbf3,Ad7e703,"TrueList, Inc.",2025-06-30,Current,Capital Invested
A9ffbf3,Ad7e703,ViaBot Inc.,2025-06-30,Current,Capital Invested
A9ffbf3,Ad7e703,Welcome Building Corporation,2025-06-30,Current,Capital Invested
Adf56a5,A6299d5,"EIP Consolidated, LLC",2025-06-30,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A29c2b9,Aed3782,AB Centers Acquisition Corporation,2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,Alegeus Technologies Holdings Corp,2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,Australia - Application Software,2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,"Benefit Plan Administrators Of Eau Claire, LLC",2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,"Dpt Management, LLC",2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,Endurance PT Technology Buyer Corporation,2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,Harmony Hit US Holdings Inc,2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,"Houseworks Holdings, LLC",2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,Identiti Resources LLC,2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,"Infusion Services Management, LLC",2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,"LACO Industries, LLC",2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,"PLA Buyer, LLC",2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,"Perimeter Solutions Group, LLC",2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,"Principal Lighting Group Holdings, LLC",2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,"Quick Roofing Acquisition, LLC",2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,RPX Corporation,2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,Roofing Services Solutions LLC,2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,"RxStrategies, Inc.",2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,"SCP WQS Buyer, LLC",2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,"SHF Holdings, Inc,",2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,"Sabrosura Foods, LLC",2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,Tex-Tech Industries Inc,2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,"The Smilist DSO, LLC",2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,Tighitco Inc,2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Advertising,2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Aerospace & Defense,2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Air Freight & Logistics,2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Application Software,2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Data Processing & Outsourced Services,2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Diversified Financial Services,2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Diversified Support Services,2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Electronic Components,2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Environmental & Facilities Services,2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Health Care Services,2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Health Care Supplies,2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Health Care Technology,2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Industrial Machinery & Supplies & Components,2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Mutual funds,2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Office Services & Supplies & Package Foods,2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Packaged Foods & Meats,2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Research & Consulting Services,2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Soft Drinks & Non-alcoholic Beverages & Specialized Consumer Services,2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Specialized Consumer Services,2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States - Trading Companies & Distributors,2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States-Life Sciences Tools & Services,2025-06-30,Current,"Capital Invested, Current Cost"
A29c2b9,Aed3782,United States-Paper & Plastic Packaging Products & Materials,2025-06-30,Current,"Capital Invested, Current Cost"
Af017ce,3.95E+42,Asset Backed Securities,2025-06-30,Partially Exited,Current Cost
Af017ce,3.95E+42,Commercial Real Estate Debt & Equity Securities,2025-06-30,Partially Exited,Current Cost
Af017ce,3.95E+42,Consumer Loan and Small Business Loan Portfolio,2025-06-30,Partially Exited,Current Cost
Af017ce,3.95E+42,Corporate Debt & Securities,2025-06-30,Partially Exited,Current Cost
Af017ce,3.95E+42,Corporate Loan Originations,2025-06-30,Partially Exited,Current Cost
Af017ce,3.95E+42,Diversified Credit,2025-06-30,Partially Exited,Current Cost
Af017ce,3.95E+42,Legal Assets,2025-06-30,Partially Exited,Current Cost
Af017ce,3.95E+42,Preferred & Common Equity Corporate Securities,2025-06-30,Partially Exited,Current Cost
Af017ce,3.95E+42,Residential,2025-06-30,Partially Exited,Current Cost
Af017ce,3.95E+42,Transportation and Infrastructure Assets,2025-06-30,Partially Exited,Current Cost
A6d0e2b,3.95E+42,Asset Backed Securities,2025-06-30,Partially Exited,Current Cost
A6d0e2b,3.95E+42,Commercial Real Estate Debt & Equity Securities,2025-06-30,Partially Exited,Current Cost
A6d0e2b,3.95E+42,Consumer Loan and Small Business Loan Portfolio,2025-06-30,Partially Exited,Current Cost
A6d0e2b,3.95E+42,Corporate Debt & Securities,2025-06-30,Partially Exited,Current Cost
A6d0e2b,3.95E+42,Corporate Loan Originations,2025-06-30,Partially Exited,Current Cost
A6d0e2b,3.95E+42,Diversified Credit,2025-06-30,Partially Exited,Current Cost
A6d0e2b,3.95E+42,Legal Assets,2025-06-30,Partially Exited,Current Cost
A6d0e2b,3.95E+42,Preferred & Common Equity Corporate Securities,2025-06-30,Partially Exited,Current Cost
A6d0e2b,3.95E+42,Residential,2025-06-30,Partially Exited,Current Cost
A6d0e2b,3.95E+42,Transportation and Infrastructure Assets,2025-06-30,Partially Exited,Current Cost
A21e474,3.95E+42,Asset Backed Securities,2025-06-30,Partially Exited,Current Cost
A21e474,3.95E+42,Commercial Real Estate Debt & Equity Securities,2025-06-30,Partially Exited,Current Cost
A21e474,3.95E+42,Consumer Loan and Small Business Loan Portfolio,2025-06-30,Partially Exited,Current Cost
A21e474,3.95E+42,Corporate Debt & Securities,2025-06-30,Partially Exited,Current Cost
A21e474,3.95E+42,Corporate Loan Originations,2025-06-30,Partially Exited,Current Cost
A21e474,3.95E+42,Diversified Credit,2025-06-30,Partially Exited,Current Cost
A21e474,3.95E+42,European NPL Portfolio,2025-06-30,Partially Exited,Current Cost
A21e474,3.95E+42,Legal Assets,2025-06-30,Partially Exited,Current Cost
A21e474,3.95E+42,Preferred & Common Equity Corporate Securities,2025-06-30,Partially Exited,Current Cost
A21e474,3.95E+42,Residential,2025-06-30,Partially Exited,Current Cost
A21e474,3.95E+42,Transportation Assets,2025-06-30,Partially Exited,Current Cost
A82f5de,3.95E+42,Commercial Real Estate Debt & Equity Securities,2025-06-30,Partially Exited,Current Cost
A82f5de,3.95E+42,Consumer Loan and Small Business Loan Portfolio,2025-06-30,Partially Exited,Current Cost
A82f5de,3.95E+42,Corporate Debt & Securities: Stressed & Distressed,2025-06-30,Partially Exited,Current Cost
A82f5de,3.95E+42,Corporate Loan Originations,2025-06-30,Partially Exited,Current Cost
A82f5de,3.95E+42,Diversified Credit,2025-06-30,Partially Exited,Current Cost
A82f5de,3.95E+42,Legal Assets,2025-06-30,Partially Exited,Current Cost
A82f5de,3.95E+42,Preferred & Common Equity Corporate Securities,2025-06-30,Partially Exited,Current Cost
A82f5de,3.95E+42,Residential,2025-06-30,Partially Exited,Current Cost
A82f5de,3.95E+42,Transportation and Infrastructure Assets,2025-06-30,Partially Exited,Current Cost
A3bbfd6,3.95E+42,Aymium,2025-06-30,Partially Exited,Current Cost
A3bbfd6,3.95E+42,Cardiac Dimensions,2025-06-30,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A3bbfd6,3.95E+42,Nanosys,2025-06-30,Partially Exited,Current Cost
A3bbfd6,3.95E+42,Pivotal Commware,2025-06-30,Partially Exited,Current Cost
A3bbfd6,3.95E+42,Preferred Equity in Commercial and Patent Litigation Funder Vehicle,2025-06-30,Partially Exited,Current Cost
A3bbfd6,3.95E+42,Radian,2025-06-30,Partially Exited,Current Cost
Adfb13d,3.95E+42,Flagler,2025-06-30,Current,Capital Invested
Adfb13d,3.95E+42,Intrawest,2025-06-30,,"Capital Invested, Deal Status"
A0841e0,3.95E+42,Flagler,2025-06-30,Current,Capital Invested
A0841e0,3.95E+42,Intrawest Cayman L.P.,2025-06-30,,"Capital Invested, Deal Status"
A7199bc,A96d1b3,Oil & Gas Properties,2025-06-30,Current,"Capital Invested, Current Cost"
A3c99e8,A9fbabf,"Accident Care Alliance (FKA Pro Care, LLC)",2025-06-30,Current,Capital Invested
A3c99e8,A9fbabf,Afterburn Holdings,2025-06-30,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A3c99e8,A9fbabf,Authentic Restaurant Brands,2025-06-30,Current,Capital Invested
A3c99e8,A9fbabf,Bechtun Credit Partners (Franchise Group),2025-06-30,Current,Capital Invested
A3c99e8,A9fbabf,Fat Tuesday,2025-06-30,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A3c99e8,A9fbabf,Firebirds Wood Fired Grill,2025-06-30,Current,Capital Invested
A3c99e8,A9fbabf,FirstRidge Service Partners,2025-06-30,Current,Capital Invested
A3c99e8,A9fbabf,Flagstop Carwash,2025-06-30,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A3c99e8,A9fbabf,GoodTurn Tire & Auto (FKA Apex Automotive),2025-06-30,Current,Capital Invested
A3c99e8,A9fbabf,Kona Ice,2025-06-30,Current,Capital Invested
A3c99e8,A9fbabf,Mountainside Fitness,2025-06-30,Current,Capital Invested
A3c99e8,A9fbabf,Prime Vacations,2025-06-30,Current,Capital Invested
A3c99e8,A9fbabf,Publicly traded shares,2025-06-30,Current,Capital Invested
A3c99e8,A9fbabf,Redwood Environmental,2025-06-30,Current,Capital Invested
A3c99e8,A9fbabf,WOW Carwash,2025-06-30,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A3c99e8,A9fbabf,Woof Gang Bakery and Grooming,2025-06-30,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A162a33,A9fbabf,Bechtun Credit Partners LLC,2025-06-30,Current,Capital Invested
A162a33,A9fbabf,Grizzly MEP,2025-06-30,Current,Capital Invested
A162a33,A9fbabf,Publicly Traded Shares,2025-06-30,Current,Capital Invested
A162a33,A9fbabf,Skybound Services Partners,2025-06-30,Current,Capital Invested
A87a21d,A9fbabf,Ampler Restaurant Group,2025-06-30,Current,Capital Invested
A87a21d,A9fbabf,Bulldog Purchaser Inc,2025-06-30,Current,Capital Invested
A87a21d,A9fbabf,CEC Entertainment,2025-06-30,Current,Capital Invested
A87a21d,A9fbabf,"Checkers Holdings, Inc.",2025-06-30,Current,Capital Invested
A87a21d,A9fbabf,Cooper's Hawk Intermediate Holding LLC,2025-06-30,Current,Capital Invested
A87a21d,A9fbabf,Flynn Restaurant Group LP,2025-06-30,Current,Capital Invested
A87a21d,A9fbabf,"Fogo de Chao (BCPE Grill Parent, Inc.)",2025-06-30,Current,Capital Invested
A87a21d,A9fbabf,"Fusion Buyer, LLC",2025-06-30,Current,Capital Invested
A87a21d,A9fbabf,"LaserAway Intermediate Holdings II, LLC",2025-06-30,Current,Capital Invested
A87a21d,A9fbabf,OYO Hotels (Oravel Stays),2025-06-30,Current,Capital Invested
A87a21d,A9fbabf,PF Chang (Wok Holdings Inc.),2025-06-30,Current,Capital Invested
A87a21d,A9fbabf,Pathway Vet Alliance LLC,2025-06-30,Current,Capital Invested
A87a21d,A9fbabf,"SPLAT Super HoldCo, LLC",2025-06-30,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A87a21d,A9fbabf,TruGreen Limited Partnership,2025-06-30,Current,Capital Invested
A9e2889,A3e342a,"Corvia Medical, Inc.",2025-06-30,Current,Capital Invested
A9e2889,A3e342a,"Stripe, Inc.",2025-06-30,Current,Capital Invested
A583186,A3e342a,"Corvia Medical, Inc.",2025-06-30,Current,Capital Invested
A583186,A3e342a,"Fractyl Health, Inc.",2025-06-30,Current,Capital Invested
A583186,A3e342a,"GC Innovation, LLC",2025-06-30,Current,Capital Invested
A583186,A3e342a,GoodData Corporation,2025-06-30,Current,Capital Invested
A583186,A3e342a,"Level Equity Professionals, L.P",2025-06-30,Current,Capital Invested
A583186,A3e342a,"NatureBox, Inc.",2025-06-30,,"Capital Invested, Deal Status"
A583186,A3e342a,"ReInvent Commerce Holdings, LLC (AKA: LAUNCH)",2025-06-30,Current,Capital Invested
A583186,A3e342a,"Stripe, Inc.",2025-06-30,Current,Capital Invested
A583186,A3e342a,"SunBorne Energy Holdings, LLC",2025-06-30,,"Capital Invested, Deal Status"
A583186,A3e342a,"Thrive Capital Partners II, L.P.",2025-06-30,Current,Capital Invested
A583186,A3e342a,"Thrive Capital Partners, LLC",2025-06-30,Current,Capital Invested
A7ead5b,A65900b,Advarra,2025-06-30,Current,Capital Invested
A7ead5b,A65900b,"Amwins Group, Inc.",2025-06-30,Current,Capital Invested
A7ead5b,A65900b,Association Member Benefits Advisors,2025-06-30,Current,Capital Invested
A7ead5b,A65900b,Clarience Technologies LLC,2025-06-30,Current,Capital Invested
A7ead5b,A65900b,Cyncly,2025-06-30,Current,Capital Invested
A7ead5b,A65900b,MASA Global,2025-06-30,Current,Capital Invested
A7ead5b,A65900b,Marcone,2025-06-30,Current,Capital Invested
A7ead5b,A65900b,Mercer,2025-06-30,Current,Capital Invested
A7ead5b,A65900b,OEConnection LLC,2025-06-30,Current,Capital Invested
A7ead5b,A65900b,Obsidian Insurance Holdings,2025-06-30,Current,Capital Invested
A7ead5b,A65900b,Orion Advisor Solutions,2025-06-30,Current,Capital Invested
A7ead5b,A65900b,Prometheus,2025-06-30,Current,Capital Invested
A7ead5b,A65900b,Sonny's Enterprises,2025-06-30,Current,Capital Invested
A7ead5b,A65900b,Vector,2025-06-30,Current,Capital Invested
A7ead5b,A65900b,insightsoftware,2025-06-30,Current,Capital Invested
A1c6bfc,A65900b,Accruent,2025-06-30,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A1c6bfc,A65900b,Alera,2025-06-30,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A1c6bfc,A65900b,Ascensus,2025-06-30,Current,Capital Invested
A1c6bfc,A65900b,Association Member Benefits Advisors,2025-06-30,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A1c6bfc,A65900b,Cetera,2025-06-30,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A1c6bfc,A65900b,Community Brands,2025-06-30,Current,Capital Invested
A1c6bfc,A65900b,"ConnectiveRx (fka ""PSK-PDR"")",2025-06-30,Current,Capital Invested
A1c6bfc,A65900b,"Enverus (fka ""Drillinginfo"")",2025-06-30,Current,Capital Invested
A1c6bfc,A65900b,"Infinite Electronics, Inc.",2025-06-30,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A1c6bfc,A65900b,Power Products,2025-06-30,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A1c6bfc,A65900b,"Signant Health (fka ""CRF Bracket"")",2025-06-30,Current,Capital Invested
A1c6bfc,A65900b,Sphera Solutions,2025-06-30,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A1c6bfc,A65900b,Stack Sports,2025-06-30,Current,Capital Invested
Afb9c3e,A65900b,2-10 HBW,2025-06-30,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Afb9c3e,A65900b,ISS,2025-06-30,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A2257c0,A65900b,"AffiniPay, LLC",2025-06-30,Current,Capital Invested
A2257c0,A65900b,"Amwins Group, Inc.",2025-06-30,Current,Capital Invested
A2257c0,A65900b,"Aperture Companies, LLC",2025-06-30,Current,Capital Invested
A2257c0,A65900b,Cetera,2025-06-30,Current,Capital Invested
A2257c0,A65900b,"Docupace Technologies, LLC",2025-06-30,Current,Capital Invested
A2257c0,A65900b,"Flourish Research Holdings, LLC",2025-06-30,Current,Capital Invested
A2257c0,A65900b,Playmetrics,2025-06-30,Current,Capital Invested
Acc6f90,Ad137c9,"HEI Hospitality Fund Holdings III, L.P.",2025-06-30,,"Capital Invested, Deal Status"
Ae1b92f,A2d789a,Eight Sleep,2025-06-30,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A97e381,A2d789a,Celles,2025-06-30,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
Ad1697b,A2d789a,Marqvision,2025-06-30,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A6e113b,A7b259c,"MPH Bastrop Peakers Holdco, LLC",2025-06-30,Current,Capital Invested
A6e113b,A7b259c,MPH Cross Island,2025-06-30,Current,Capital Invested
A6e113b,A7b259c,"MPH Elwood Holdco, LLC",2025-06-30,Current,Capital Invested
A751851,A8e74aa,2DuNet.com,2025-06-30,Written Off,Capital Invested
A751851,A8e74aa,"9Diamond Co., Ltd.",2025-06-30,Written Off,Capital Invested
A751851,A8e74aa,"AllTech International Group, Inc.",2025-06-30,Written Off,Capital Invested
A751851,A8e74aa,"Apollomics, Inc.",2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,Avvo Inc.,2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,Azaleos Corporation,2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,Besunyen Holdings Company Limited,2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,Blowtorch Entertainment Corporation,2025-06-30,Written Off,Capital Invested
A751851,A8e74aa,Captiv8 Information and Technology Holdings Co.,2025-06-30,Written Off,Capital Invested
A751851,A8e74aa,Chinacache International Holdings Ltd. (NASDAQ: CCIH),2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,ClearCycle Corp,2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,Crown Bioscience International,2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,"Datasphere Technologies, Inc.",2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,Diamonds.com Holdings Inc.,2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,Dining Secretary China Limited,2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,"EMC Acquisition, Inc.",2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,Earth Class Mail,2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,"Ether Precision, Inc.",2025-06-30,Written Off,Capital Invested
A751851,A8e74aa,Fangtek Ltd.,2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,GammaStar Medical Group Ltd.,2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,Hyperquality Inc.,2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,ICE Entertainment Limited,2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,ICE.com,2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,"Intellisist, Inc. (FKA GotVoice)",2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,Jiayuan.com,2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,"Juren Holdings, Inc.",2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,KUE Digital International LLC (IDLI),2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,"La La Media, Inc.",2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,Liberty Dialysis Inc.,2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,MainOne Inc.,2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,"Nurien Soft, Ltd.",2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,"PPStream, Inc.",2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,PaxVax,2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,Previser Inc.,2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,QM21 (China Pharmaceutical Distribution Holding Co.,2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,QM8 Limited (Hangzhou TigerMed Consulting Co. Ltd),2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,Qiming Biopharma GreatSky (Q),2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,"Rim Tec, Inc.",2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,"Scout Analytics, Inc.",2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,"SeaMobile, Inc.",2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,"Seven Networks, Inc.",2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,"Skytap, Inc.",2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,"Sotto Wireless, Inc.",2025-06-30,Written Off,Capital Invested
A751851,A8e74aa,"Splunk, Inc.",2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,Touch Media International Holdings,2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,Twisted Pair Solutions,2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,"Verity Solutions Group, Inc.",2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,"XenSource, Inc.",2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,"Yeelion, Inc.",2025-06-30,Fully Exited,Capital Invested
A751851,A8e74aa,nWay Inc.,2025-06-30,Written Off,Capital Invested
A2c973b,A8d1733,Grin Technologies Inc.,2025-06-30,,Deal Status
Ae4c498,A8d1733,"SKIMS Body, Inc.",2025-06-30,,Deal Status
A8ff6ae,Ab9d621,Apex (Wuxi) Co. Ltd.,2025-06-30,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A8ff6ae,Ab9d621,Berzelius (Nanjing) Co. Ltd,2025-06-30,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A8ff6ae,Ab9d621,"Datameer, Inc.",2025-06-30,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A8ff6ae,Ab9d621,"Everlane, Inc.",2025-06-30,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A8ff6ae,Ab9d621,"Rent The Runway, Inc.",2025-06-30,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A7906e8,A4a1f26,AUGMODO,2025-06-30,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A86e0b1,Aa130ea,"Alpaca Technology, Inc.",2025-06-30,Written Down,Capital Invested
A86e0b1,Aa130ea,Calypso AI Corp,2025-06-30,Written Down,Capital Invested
A86e0b1,Aa130ea,"Guide Oncology, Inc. (Kirilys)",2025-06-30,,"Capital Invested, Current Cost, Unrealized Value, Deal Status"
A86e0b1,Aa130ea,Hempfusion Wellness Inc.,2025-06-30,Written Down,Capital Invested
A096a41,Aa130ea,Array US Inc.,2025-06-30,Written Down,Capital Invested
