Fund Allocator ID,Investment Manager Allocator ID,Source Asset,source_asset_class,As At Date
Aa967c0,Afc0dbf,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Aa967c0,Afc0dbf,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
Aa967c0,Afc0dbf,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Ad52755,A664a6a,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Ad52755,A664a6a,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
Ad52755,A664a6a,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Ab73bb9,A664a6a,Non-Investment Assets - Cash *,balance_sheet,2026-03-31
Ab73bb9,A664a6a,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
Ab73bb9,A664a6a,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Aa874b3,Afc0dbf,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Aa874b3,Afc0dbf,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
Aa874b3,Afc0dbf,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A87187f,Afc0dbf,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A87187f,Afc0dbf,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A87187f,Afc0dbf,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Ae8bf4c,Afc0dbf,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Ae8bf4c,Afc0dbf,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Ad0fa4d,Aa3bbc4,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Ad0fa4d,Aa3bbc4,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Abeff42,Afbe003,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
Abeff42,Afbe003,Non-Investment Liabilities - Subscription Line of Credit,balance_sheet,2026-03-31
A1fd1d1,Afbe003,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A1ea2a3,A041a39,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A1ea2a3,A041a39,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A1ea2a3,A041a39,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A825f85,A041a39,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A825f85,A041a39,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A825f85,A041a39,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Af08fa6,A041a39,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Af08fa6,A041a39,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
Af08fa6,A041a39,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A9d1e8c,A041a39,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A9d1e8c,A041a39,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Ac0dd42,A041a39,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Ac0dd42,A041a39,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
Ac0dd42,A041a39,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Afc4e50,A041a39,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Afc4e50,A041a39,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
Afc4e50,A041a39,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Ae561e7,A041a39,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Ae561e7,A041a39,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
Ae561e7,A041a39,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A681b8b,A041a39,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A681b8b,A041a39,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A2a9ea5,A041a39,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A2a9ea5,A041a39,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A2a9ea5,A041a39,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A43502d,A041a39,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A43502d,A041a39,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A43502d,A041a39,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A4656cb,A041a39,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A4656cb,A041a39,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A4656cb,A041a39,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A51cf14,A041a39,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A51cf14,A041a39,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A51cf14,A041a39,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A64d20c,A041a39,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A64d20c,A041a39,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A64d20c,A041a39,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Ae4d75e,A041a39,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Ae4d75e,A041a39,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
Ae4d75e,A041a39,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A85406a,A041a39,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A85406a,A041a39,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A85406a,A041a39,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A0a0599,A041a39,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A0a0599,A041a39,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A0a0599,A041a39,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Acc9329,A041a39,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Acc9329,A041a39,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Ac6e10f,A96d213,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Ac6e10f,A96d213,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
Ac6e10f,A96d213,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Ac6e10f,A96d213,Non-Investment Liabilities - Subscription Line of Credit,balance_sheet,2026-03-31
A1554e9,A664a6a,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A1554e9,A664a6a,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A1554e9,A664a6a,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A1554e9,A664a6a,Non-Investment Liabilities - Subscription Line of Credit,balance_sheet,2026-03-31
A3e929e,A664a6a,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A3e929e,A664a6a,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A3e929e,A664a6a,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Ae7bb35,A5d1a01,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Ae7bb35,A5d1a01,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
Ae7bb35,A5d1a01,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Acff5f3,A619a99,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Acff5f3,A619a99,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
Acff5f3,A619a99,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Ad6af15,A619a99,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Ad6af15,A619a99,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Ab89eda,A619a99,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Ab89eda,A619a99,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A394dd9,Ac758cf,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A394dd9,Ac758cf,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A63aa12,Ac758cf,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A63aa12,Ac758cf,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A63aa12,Ac758cf,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A63aa12,Ac758cf,Non-Investment Liabilities - Subscription Line of Credit,balance_sheet,2026-03-31
A6fcde0,A6f625f,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A6fcde0,A6f625f,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A6fcde0,A6f625f,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A6fcde0,A6f625f,Non-Investment Liabilities - Subscription Line of Credit,balance_sheet,2026-03-31
A229eeb,A15464a,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A229eeb,A15464a,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A229eeb,A15464a,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A80d33a,Ad15ca3,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A80d33a,Ad15ca3,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A80d33a,Ad15ca3,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A3cb5c7,A109e0f,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A3cb5c7,A109e0f,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A3cb5c7,A109e0f,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A3cb5c7,A109e0f,Non-Investment Liabilities - Subscription Line of Credit,balance_sheet,2026-03-31
A75eb76,A109e0f,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A75eb76,A109e0f,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A75eb76,A109e0f,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A75eb76,A109e0f,Non-Investment Liabilities - Subscription Line of Credit,balance_sheet,2026-03-31
A930514,A109e0f,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A930514,A109e0f,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A930514,A109e0f,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A930514,A109e0f,Non-Investment Liabilities - Subscription Line of Credit,balance_sheet,2026-03-31
Afc9d9d,A109e0f,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Afc9d9d,A109e0f,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
Afc9d9d,A109e0f,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A6514b0,A109e0f,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A6514b0,A109e0f,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A6514b0,A109e0f,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A0e8f48,Aa3bbc4,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A0e8f48,Aa3bbc4,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A0e8f48,Aa3bbc4,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A2ac14e,Aa3bbc4,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A2ac14e,Aa3bbc4,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A2ac14e,Aa3bbc4,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Acc4ce2,Afc0dbf,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Acc4ce2,Afc0dbf,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
Acc4ce2,Afc0dbf,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Acc4ce2,Afc0dbf,Non-Investment Liabilities - Subscription Line of Credit,balance_sheet,2026-03-31
A466539,Afc0dbf,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A466539,Afc0dbf,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A466539,Afc0dbf,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A466539,Afc0dbf,Non-Investment Liabilities - Subscription Line of Credit,balance_sheet,2026-03-31
A74c64f,A8be668,"Net Non-Investment Assets - BCV Crypto Fund I Master, L.P.",balance_sheet,2026-03-31
A74c64f,A8be668,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A74c64f,A8be668,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A74c64f,A8be668,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Ae20eb8,A54f085,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Ae20eb8,A54f085,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A723435,A8be668,"Net Non-Investment Assets - Bain Capital Crypto Fund II Master, L.P.",balance_sheet,2026-03-31
A723435,A8be668,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A723435,A8be668,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A208478,A8be668,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A208478,A8be668,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A208478,A8be668,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A0d0dd8,A8be668,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A0d0dd8,A8be668,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A0d0dd8,A8be668,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A1137b9,A8be668,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A1137b9,A8be668,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A1137b9,A8be668,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Ab5e21c,A8be668,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Ab5e21c,A8be668,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
Ab5e21c,A8be668,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Af289f4,A8be668,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Af289f4,A8be668,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
Af289f4,A8be668,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Af289f4,A8be668,Non-Investment Liabilities - Subscription Line of Credit,balance_sheet,2026-03-31
A67c3e6,A02cb18,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A67c3e6,A02cb18,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A67c3e6,A02cb18,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Af8dafa,A02cb18,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Af8dafa,A02cb18,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
Af8dafa,A02cb18,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Acd9cbe,A02cb18,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Acd9cbe,A02cb18,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
Acd9cbe,A02cb18,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A7ed594,A61c681,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A7ed594,A61c681,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A7ed594,A61c681,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A7ed594,A61c681,Non-Investment Liabilities - Subscription Line of Credit,balance_sheet,2026-03-31
Ada12ca,A61c681,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Ada12ca,A61c681,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
Ada12ca,A61c681,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A5479e2,A61c681,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A5479e2,A61c681,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A5479e2,A61c681,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A433d90,A44e6c2,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A433d90,A44e6c2,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A4ff5ec,Af8f7a9,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A4ff5ec,Af8f7a9,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A4ff5ec,Af8f7a9,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Acc4dee,Af8f7a9,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Acc4dee,Af8f7a9,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
Acc4dee,Af8f7a9,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A44702b,Af8f7a9,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A44702b,Af8f7a9,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A44702b,Af8f7a9,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Aba6caa,Af8f7a9,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Aba6caa,Af8f7a9,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
Aba6caa,Af8f7a9,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Aba6caa,Af8f7a9,Tax Distributions,accounting_entry,2026-03-31
Af390f9,Af8f7a9,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Af390f9,Af8f7a9,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
Af390f9,Af8f7a9,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Aae6df0,Af8f7a9,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Aae6df0,Af8f7a9,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
Aae6df0,Af8f7a9,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A73be2a,18be12,Net Non-Investment Assets from Canyon Laurell II Master Fund,balance_sheet,2026-03-31
A73be2a,18be12,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A73be2a,18be12,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A73be2a,18be12,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Aa71003,18be12,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Aa71003,18be12,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
Aa71003,18be12,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Aa71003,18be12,Non-Investment Liabilities - Subscription Line of Credit,balance_sheet,2026-03-31
A153d68,A08aac2,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A153d68,A08aac2,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A153d68,A08aac2,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A103ce5,A348789,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A103ce5,A348789,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Ab4033d,A91b7d0,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Ab4033d,A91b7d0,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
Ab4033d,A91b7d0,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Ab4033d,A91b7d0,Non-Investment Liabilities - Subscription Line of Credit,balance_sheet,2026-03-31
Aa5bde6,A91b7d0,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Aa5bde6,A91b7d0,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
Aa5bde6,A91b7d0,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Aa5bde6,A91b7d0,Non-Investment Liabilities - Subscription Line of Credit,balance_sheet,2026-03-31
A73775f,Af8f7a9,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A73775f,Af8f7a9,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A73775f,Af8f7a9,Tax Distributions,accounting_entry,2026-03-31
A40cc93,A49a079,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A40cc93,A49a079,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A40cc93,A49a079,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A40cc93,A49a079,Non-Investment Liabilities - Subscription Line of Credit,balance_sheet,2026-03-31
Ac15ed6,A2f186b,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Ac15ed6,A2f186b,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A2a38e9,A2f186b,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A2a38e9,A2f186b,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A2a38e9,A2f186b,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A23dda7,A2f186b,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A23dda7,A2f186b,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
Ae67360,Ad70035,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Ae67360,Ad70035,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
Ae67360,Ad70035,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Ae4f50d,Ad70035,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Ae4f50d,Ad70035,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
Ae4f50d,Ad70035,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Ad10bcf,Ad70035,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Ad10bcf,Ad70035,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
Ad10bcf,Ad70035,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A23ee88,Ad70035,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A23ee88,Ad70035,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A23ee88,Ad70035,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A11f7a2,A2e3873,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A11f7a2,A2e3873,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A11f7a2,A2e3873,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A11f7a2,A2e3873,Non-Investment Liabilities - Subscription Line of Credit,balance_sheet,2026-03-31
A1e8a7e,Ac37569,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A1e8a7e,Ac37569,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A1e8a7e,Ac37569,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Af5ff4f,Ac37569,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Af5ff4f,Ac37569,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
Af5ff4f,Ac37569,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Aa12a53,A8bd477,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A9ffbf3,Ad7e703,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A9ffbf3,Ad7e703,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A9ffbf3,Ad7e703,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A9ffbf3,Ad7e703,Non-Investment Liabilities - Subscription Line of Credit,balance_sheet,2026-03-31
A9c9bb9,A0c2722,Non-Investmentsa Assets - Cash and cash equivalents,balance_sheet,2026-03-31
A9c9bb9,A0c2722,Non-Investmentsa Liabilities- Other Liabilities,balance_sheet,2026-03-31
A5466bf,Acdb9df,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A5466bf,Acdb9df,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A5466bf,Acdb9df,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Af14abd,Acdb9df,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Af14abd,Acdb9df,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
Af14abd,Acdb9df,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A29c2b9,Aed3782,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A29c2b9,Aed3782,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A29c2b9,Aed3782,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A7199bc,A96d1b3,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A7199bc,A96d1b3,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A7199bc,A96d1b3,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A3c99e8,A9fbabf,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A3c99e8,A9fbabf,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A3c99e8,A9fbabf,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A3c99e8,A9fbabf,Non-Investment Liabilities - Subscription Line of Credit,balance_sheet,2026-03-31
A162a33,A9fbabf,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A162a33,A9fbabf,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A162a33,A9fbabf,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A162a33,A9fbabf,Non-Investment Liabilities - Subscription Line of Credit,balance_sheet,2026-03-31
A87a21d,A9fbabf,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A87a21d,A9fbabf,Non-Investment Assets - Other assets,balance_sheet,2026-03-31
A87a21d,A9fbabf,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A11730c,A3e342a,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A11730c,A3e342a,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A11730c,A3e342a,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A9e2889,A3e342a,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A9e2889,A3e342a,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A9e2889,A3e342a,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A583186,A3e342a,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A583186,A3e342a,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A583186,A3e342a,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A7ead5b,A65900b,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A7ead5b,A65900b,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A7ead5b,A65900b,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A1c6bfc,A65900b,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A1c6bfc,A65900b,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A1c6bfc,A65900b,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A1c6bfc,A65900b,Non-Investment Liabilities - Subscription Line of Credit,balance_sheet,2026-03-31
Afb9c3e,A65900b,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Afb9c3e,A65900b,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
Afb9c3e,A65900b,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A2257c0,A65900b,Non-Investment Assets - Cash,balance_sheet,2026-03-31
A2257c0,A65900b,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
A2257c0,A65900b,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
A2257c0,A65900b,Non-Investment Liabilities - Subscription Line of Credit,balance_sheet,2026-03-31
Abbf14a,A69ce65,Non-Investment Assets - Cash,balance_sheet,2026-03-31
Abbf14a,A69ce65,Non-Investment Liabilities - Other Liabilities,balance_sheet,2026-03-31
Abd887e,A69ce65,Non-Investment Assets - Other Assets,balance_sheet,2026-03-31
