Fund Allocator ID,Investment Manager Allocator ID,Source Asset,As At Date,Capital Invested,Deal Status,Current Cost,Realized Proceeds,Unrealized Value,n_missing
94148b,c51f36,Kraken,2026-03-31,,,,,,5
A096a41,Aa130ea,Seed Investments,2024-12-31,,,,,,5
A0d2a71,A6a0407,Miggo Security Ltd.,2025-03-31,,,,,,5
A0d2a71,A6a0407,SquareX,2025-03-31,,,,,,5
A0d2a71,A6a0407,Miggo Security Ltd.,2024-12-31,,,,,,5
A0d2a71,A6a0407,SquareX,2024-12-31,,,,,,5
A0e8f48,Aa3bbc4,Memphis Grizzlies,2025-06-30,,,,,,5
A0e8f48,Aa3bbc4,Memphis Grizzlies,2024-12-31,,,,,,5
A124f9d,A026529,Everyday Intelligence,2025-12-31,,,,,,5
A124f9d,A026529,"Powerset I, L.P.",2025-12-31,,,,,,5
A124f9d,A026529,NEO 4.0,2024-12-31,,,,,,5
A124f9d,A026529,PineGrove Capital Partners I,2024-12-31,,,,,,5
A124f9d,A026529,"Powerset I, L.P.",2024-12-31,,,,,,5
A124f9d,A026529,Virtue V2,2024-12-31,,,,,,5
A1554e9,A664a6a,"Persivia, Inc.",2024-12-31,,,,,,5
A162a33,A9fbabf,Sarku,2025-09-30,,,,,,5
A162a33,A9fbabf,Grizzly MEP,2025-03-31,,,,,,5
A162a33,A9fbabf,Honey Baked Ham,2025-03-31,,,,,,5
A162a33,A9fbabf,Sarku,2025-03-31,,,,,,5
A162a33,A9fbabf,Skybound Services Partners,2025-03-31,,,,,,5
A162a33,A9fbabf,Honey Baked Ham,2024-12-31,,,,,,5
A19d854,A899074,"NP Kaba Holdings, LP",2025-12-31,,,,,,5
A19d854,A899074,"NP Kaba Holdings, LP",2025-06-30,,,,,,5
A19d854,A899074,"Nautic Ideal Components Aggregator, LLC",2025-03-31,,,,,,5
A19d854,A899074,"NP Kaba Holdings, LP",2024-12-31,,,,,,5
A19d854,A899074,"Nautic Ideal Components Aggregator, LLC",2024-12-31,,,,,,5
A19d854,A899074,"Nautic Vybond Holdings, LLC",2024-12-31,,,,,,5
A1c6bfc,A65900b,"Enverus (fka ""Drillinginfo"")",2025-12-31,,,,,,5
A1c6bfc,A65900b,Accruent,2025-09-30,,,,,,5
A1c6bfc,A65900b,Alera,2025-09-30,,,,,,5
A1c6bfc,A65900b,Association Member Benefits Advisors,2025-09-30,,,,,,5
A1c6bfc,A65900b,Cetera,2025-09-30,,,,,,5
A1c6bfc,A65900b,"Infinite Electronics, Inc.",2025-09-30,,,,,,5
A1c6bfc,A65900b,Power Products,2025-09-30,,,,,,5
A1c6bfc,A65900b,Sphera Solutions,2025-09-30,,,,,,5
A1c6bfc,A65900b,Accruent,2025-06-30,,,,,,5
A1c6bfc,A65900b,Alera,2025-06-30,,,,,,5
A1c6bfc,A65900b,Association Member Benefits Advisors,2025-06-30,,,,,,5
A1c6bfc,A65900b,Cetera,2025-06-30,,,,,,5
A1c6bfc,A65900b,"Infinite Electronics, Inc.",2025-06-30,,,,,,5
A1c6bfc,A65900b,Power Products,2025-06-30,,,,,,5
A1c6bfc,A65900b,Sphera Solutions,2025-06-30,,,,,,5
A2234f1,A12c595,"Quri, Inc.",2025-09-30,,,,,,5
A2234f1,A12c595,Markforged Holding Corporation,2025-06-30,,,,,,5
A2234f1,A12c595,"ZestFinance, Inc. (dba Zest Al)",2025-03-31,,,,,,5
A2257c0,A65900b,"First Eagle Investment Management, LLC",2024-12-31,,,,,,5
A2257c0,A65900b,Playmetrics,2024-12-31,,,,,,5
A2a4d74,Aa8e77d,"La La Land Kind Cafe, LLC",2025-09-30,,,,,,5
A2a4d74,Aa8e77d,"Seven Sundays, LLC",2025-09-30,,,,,,5
A2a4d74,Aa8e77d,"La La Land Kind Cafe, LLC",2025-06-30,,,,,,5
A2a4d74,Aa8e77d,"Seven Sundays, LLC",2025-06-30,,,,,,5
A2a4d74,Aa8e77d,"La La Land Kind Cafe, LLC",2025-03-31,,,,,,5
A2a4d74,Aa8e77d,"Seven Sundays, LLC",2025-03-31,,,,,,5
A2a4d74,Aa8e77d,"La La Land Kind Cafe, LLC",2024-12-31,,,,,,5
A2a4d74,Aa8e77d,"Open AI Global, LLC",2024-12-31,,,,,,5
A2a4d74,Aa8e77d,"Seven Sundays, LLC",2024-12-31,,,,,,5
A2a9ea5,A041a39,"Filevine, Inc.",2025-06-30,,,,,,5
A2ac14e,Aa3bbc4,Monumental Sports & Entertainment,2025-06-30,,,,,,5
A2b73e4,Ad647a1,"Altimeter Atlas Fund I, L.P.",2025-12-31,,,,,,5
A2b73e4,Ad647a1,"CRV XVII-T, LP",2025-12-31,,,,,,5
A2b73e4,Ad647a1,"Columbia Spectrum Partners VI-A, L.P.",2025-12-31,,,,,,5
A2b73e4,Ad647a1,"Fundomo ET001, LP",2025-12-31,,,,,,5
A2b73e4,Ad647a1,"Georgian Fund VI C Invest-B, LP",2025-12-31,,,,,,5
A2b73e4,Ad647a1,Glade Brook Private Investors XLIII LP,2025-12-31,,,,,,5
A2b73e4,Ad647a1,Glade Brook Strategic Growth III LP,2025-12-31,,,,,,5
A2b73e4,Ad647a1,HotWheels Co-Invest LP,2025-12-31,,,,,,5
A2b73e4,Ad647a1,"Lavrock Castelion-P, LLC",2025-12-31,,,,,,5
A2b73e4,Ad647a1,"Redpoint Omega IV-I, L.P.",2025-12-31,,,,,,5
A2b73e4,Ad647a1,S Squared END LP,2025-12-31,,,,,,5
A2b73e4,Ad647a1,"SSCRV Capital F, LP",2025-12-31,,,,,,5
A2b73e4,Ad647a1,"Stripes VI Crimson Co-Invest, LP",2025-12-31,,,,,,5
A2b73e4,Ad647a1,"Thrive Capital Partners IX Growth-E, LLC",2025-12-31,,,,,,5
A2b73e4,Ad647a1,"Columbia Spectrum Partners VI-A, L.P.",2025-03-31,,,,,,5
A3bbfd6,3.95E+42,Cardiac Dimensions,2025-06-30,,,,,,5
A3bbfd6,3.95E+42,Langbo,2024-12-31,,,,,,5
A3c99e8,A9fbabf,Afterburn Holdings,2025-06-30,,,,,,5
A3c99e8,A9fbabf,Fat Tuesday,2025-06-30,,,,,,5
A3c99e8,A9fbabf,Flagstop Carwash,2025-06-30,,,,,,5
A3c99e8,A9fbabf,WOW Carwash,2025-06-30,,,,,,5
A3c99e8,A9fbabf,Woof Gang Bakery and Grooming,2025-06-30,,,,,,5
A3c99e8,A9fbabf,Afterburn Holdings,2025-03-31,,,,,,5
A3c99e8,A9fbabf,Fat Tuesday,2025-03-31,,,,,,5
A3c99e8,A9fbabf,Flagstop Carwash,2025-03-31,,,,,,5
A3c99e8,A9fbabf,WOW Carwash,2025-03-31,,,,,,5
A3c99e8,A9fbabf,Woof Gang Bakery and Grooming,2025-03-31,,,,,,5
A3c99e8,A9fbabf,Afterburn Holdings,2024-12-31,,,,,,5
A3c99e8,A9fbabf,Fat Tuesday,2024-12-31,,,,,,5
A3c99e8,A9fbabf,Flagstop Carwash,2024-12-31,,,,,,5
A3c99e8,A9fbabf,WOW Carwash,2024-12-31,,,,,,5
A3c99e8,A9fbabf,Woof Gang Bakery and Grooming,2024-12-31,,,,,,5
A4081d6,A4a1f26,TURBO,2026-03-31,,,,,,5
A4081d6,A4a1f26,Opie,2025-12-31,,,,,,5
A4081d6,A4a1f26,TURBO,2025-12-31,,,,,,5
A40cc93,A49a079,Inky Technology Corporation,2025-12-31,,,,,,5
A40cc93,A49a079,"Phylum, Inc.",2025-12-31,,,,,,5
A40cc93,A49a079,CloudKnox,2025-06-30,,,,,,5
A40cc93,A49a079,CloudKnox,2025-03-31,,,,,,5
A40cc93,A49a079,"Phylum, Inc.",2025-03-31,,,,,,5
A41fefa,A8d1733,Ami Cole Inc.,2026-03-31,,,,,,5
A41fefa,A8d1733,Brady Brand,2026-03-31,,,,,,5
A41fefa,A8d1733,Bread Beauty Inc.,2026-03-31,,,,,,5
A41fefa,A8d1733,"DUOS Living, Inc.",2026-03-31,,,,,,5
A41fefa,A8d1733,Foxtrot,2026-03-31,,,,,,5
A41fefa,A8d1733,Goodfair,2026-03-31,,,,,,5
A41fefa,A8d1733,Lightspeed (fka NuORDER),2026-03-31,,,,,,5
A41fefa,A8d1733,Simulate Inc (Nuggs),2026-03-31,,,,,,5
A41fefa,A8d1733,Brady Brand,2025-09-30,,,,,,5
A41fefa,A8d1733,"DUOS Living, Inc.",2025-09-30,,,,,,5
A41fefa,A8d1733,Foxtrot,2025-09-30,,,,,,5
A41fefa,A8d1733,Goodfair,2025-09-30,,,,,,5
A41fefa,A8d1733,Lightspeed (fka NuORDER),2025-09-30,,,,,,5
A41fefa,A8d1733,Brady Brand,2025-03-31,,,,,,5
A41fefa,A8d1733,Foxtrot,2025-03-31,,,,,,5
A41fefa,A8d1733,Goodfair,2025-03-31,,,,,,5
A41fefa,A8d1733,Lightspeed (fka NuORDER),2025-03-31,,,,,,5
A41fefa,A8d1733,Brady Brand,2024-12-31,,,,,,5
A41fefa,A8d1733,Foxtrot,2024-12-31,,,,,,5
A41fefa,A8d1733,Goodfair,2024-12-31,,,,,,5
A41fefa,A8d1733,Lightspeed (fka NuORDER),2024-12-31,,,,,,5
A44702b,Af8f7a9,Deductive AI,2025-12-31,,,,,,5
A44702b,Af8f7a9,Deductive AI,2024-12-31,,,,,,5
A4d752f,A6a28da,"HealthEdge Software, Inc.",2025-03-31,,,,,,5
A4d752f,A6a28da,Security Risk Advisors,2025-03-31,,,,,,5
A4d752f,A6a28da,"HealthEdge Software, Inc.",2024-12-31,,,,,,5
A4d752f,A6a28da,Security Risk Advisors,2024-12-31,,,,,,5
A4fec46,Aa8e77d,"Memoir, Inc.",2025-03-31,,,,,,5
A4fec46,Aa8e77d,"Applied Intuition, Inc.",2024-12-31,,,,,,5
A4fec46,Aa8e77d,Flock Group Inc.,2024-12-31,,,,,,5
A4fec46,Aa8e77d,"Memoir, Inc.",2024-12-31,,,,,,5
A4fec46,Aa8e77d,"Raya App, Inc.",2024-12-31,,,,,,5
A51914b,Acc91f3,Liquiloans (NDX Financial Services Private Lim,2024-12-31,,,,,,5
A51d5e4,A945638,Kunzite,2025-06-30,,,,,,5
A5bfee3,A6a28da,Security Risk Advisors,2025-03-31,,,,,,5
A5bfee3,A6a28da,Security Risk Advisors,2024-12-31,,,,,,5
A60210b,A128c7a,Babel Group (Babel Tenedora de Participaciones SA),2024-12-31,,,,,,5
A60210b,A128c7a,CI Financial,2024-12-31,,,,,,5
A64d20c,A041a39,"Solve AI, Inc.",2025-06-30,,,,,,5
A680edc,Aded344,Solidroad,2025-12-31,,,,,,5
A680edc,Aded344,Solidroad,2024-12-31,,,,,,5
A72f874,Af0082f,"Lightwheel Al (Beijing) Technology Co., LTD.",2025-09-30,,,,,,5
A72f874,Af0082f,"Ti5robot Technology Shanghai Co., Ltd.",2025-06-30,,,,,,5
A72f874,Af0082f,Wujiexing,2025-06-30,,,,,,5
A72f874,Af0082f,"Ti5robot Technology Shanghai Co., Ltd.",2025-03-31,,,,,,5
A7906e8,A4a1f26,Footprint,2026-03-31,,,,,,5
A7906e8,A4a1f26,AUGMODO,2025-06-30,,,,,,5
A7ead5b,A65900b,"First Eagle Investment Management, LLC",2024-12-31,,,,,,5
A80b715,A8d1733,"Ever/Body, Inc.",2026-03-31,,,,,,5
A80d406,A15f96f,"Ring Container Technologies, LLC",2025-06-30,,,,,,5
A80ede9,Af0082f,"Beijing Galaxy-Future Network Technology Co., Ltd. (Xinghan)",2025-12-31,,,,,,5
A80ede9,Af0082f,"Beijing Mingzhizhixiang Data Technology Co.,Ltd (Mingzhi Data)",2025-12-31,,,,,,5
A80ede9,Af0082f,"Beijing Xiyou Health Technology Co., Ltd",2025-12-31,,,,,,5
A80ede9,Af0082f,SciOne Corp.,2025-09-30,,,,,,5
A80ede9,Af0082f,Hita EdAi Inc. (Xizhi Edu),2025-06-30,,,,,,5
A80ede9,Af0082f,"Juhui Food Technology Co., Ltd",2025-06-30,,,,,,5
A80ede9,Af0082f,SciOne Corp.,2025-03-31,,,,,,5
A80ede9,Af0082f,Boundless Holding (Huokefeng),2024-12-31,,,,,,5
A84826f,A2d789a,Marshall,2024-12-31,,,,,,5
A86e0b1,Aa130ea,"Guide Oncology, Inc. (Kirilys)",2026-03-31,,,,,,5
A86e0b1,Aa130ea,Tasklet,2026-03-31,,,,,,5
A86e0b1,Aa130ea,"Guide Oncology, Inc. (Kirilys)",2025-12-31,,,,,,5
A86e0b1,Aa130ea,Nexthop,2025-12-31,,,,,,5
A86e0b1,Aa130ea,"Guide Oncology, Inc. (Kirilys)",2025-09-30,,,,,,5
A86e0b1,Aa130ea,"Guide Oncology, Inc. (Kirilys)",2025-06-30,,,,,,5
A86e0b1,Aa130ea,"Guide Oncology, Inc. (Kirilys)",2025-03-31,,,,,,5
A86e0b1,Aa130ea,Seed Investments,2024-12-31,,,,,,5
A87a21d,A9fbabf,CEC Entertainment,2026-03-31,,,,,,5
A87a21d,A9fbabf,"Checkers Holdings, Inc.",2026-03-31,,,,,,5
A87a21d,A9fbabf,Cooper's Hawk Intermediate Holding LLC,2026-03-31,,,,,,5
A87a21d,A9fbabf,"Fogo de Chao (BCPE Grill Parent, Inc.)",2026-03-31,,,,,,5
A87a21d,A9fbabf,"LaserAway Intermediate Holdings II, LLC",2026-03-31,,,,,,5
A87a21d,A9fbabf,OYO Hotels (Oravel Stays),2026-03-31,,,,,,5
A87a21d,A9fbabf,"SPLAT Super HoldCo, LLC",2026-03-31,,,,,,5
A87a21d,A9fbabf,Xponential Fitness,2026-03-31,,,,,,5
A87a21d,A9fbabf,"LaserAway Intermediate Holdings II, LLC",2025-12-31,,,,,,5
A87a21d,A9fbabf,"SPLAT Super HoldCo, LLC",2025-12-31,,,,,,5
A87a21d,A9fbabf,Xponential Fitness,2025-12-31,,,,,,5
A87a21d,A9fbabf,"SPLAT Super HoldCo, LLC",2025-06-30,,,,,,5
A87a21d,A9fbabf,CEC Entertainment,2025-03-31,,,,,,5
A87a21d,A9fbabf,Pathway Vet Alliance LLC,2025-03-31,,,,,,5
A87a21d,A9fbabf,United Planet Fitness,2024-12-31,,,,,,5
A8b6332,A899074,"NP Kaba Holdings, LP",2025-12-31,,,,,,5
A8b6332,A899074,"NP Kaba Holdings, LP",2025-06-30,,,,,,5
A8b6332,A899074,"NP Kaba Holdings, LP",2024-12-31,,,,,,5
A8b6332,A899074,"Nautic Vybond Holdings, LLC",2024-12-31,,,,,,5
A8cbf09,A3d16f4,Lit Communities,2026-03-31,,,,,,5
A8cbf09,A3d16f4,Lit Communities,2025-12-31,,,,,,5
A8cbf09,A3d16f4,Lit Communities,2025-09-30,,,,,,5
A8cbf09,A3d16f4,Lit Communities,2025-06-30,,,,,,5
A8cbf09,A3d16f4,Hunter Communications,2025-03-31,,,,,,5
A8cbf09,A3d16f4,Lit Communities,2025-03-31,,,,,,5
A8ff6ae,Ab9d621,Apex (Wuxi) Co. Ltd.,2026-03-31,,,,,,5
A8ff6ae,Ab9d621,Berzelius (Nanjing) Co. Ltd,2026-03-31,,,,,,5
A8ff6ae,Ab9d621,"Datameer, Inc.",2026-03-31,,,,,,5
A8ff6ae,Ab9d621,"Everlane, Inc.",2026-03-31,,,,,,5
A8ff6ae,Ab9d621,"Rent The Runway, Inc.",2026-03-31,,,,,,5
A8ff6ae,Ab9d621,Apex (Wuxi) Co. Ltd.,2025-09-30,,,,,,5
A8ff6ae,Ab9d621,Berzelius (Nanjing) Co. Ltd,2025-09-30,,,,,,5
A8ff6ae,Ab9d621,"Datameer, Inc.",2025-09-30,,,,,,5
A8ff6ae,Ab9d621,"Everlane, Inc.",2025-09-30,,,,,,5
A8ff6ae,Ab9d621,"Rent The Runway, Inc.",2025-09-30,,,,,,5
A8ff6ae,Ab9d621,Apex (Wuxi) Co. Ltd.,2025-06-30,,,,,,5
A8ff6ae,Ab9d621,Berzelius (Nanjing) Co. Ltd,2025-06-30,,,,,,5
A8ff6ae,Ab9d621,"Datameer, Inc.",2025-06-30,,,,,,5
A8ff6ae,Ab9d621,"Everlane, Inc.",2025-06-30,,,,,,5
A8ff6ae,Ab9d621,"Rent The Runway, Inc.",2025-06-30,,,,,,5
A8ff6ae,Ab9d621,Berzelius (Nanjing) Co. Ltd,2025-03-31,,,,,,5
A8ff6ae,Ab9d621,"Datameer, Inc.",2025-03-31,,,,,,5
A8ff6ae,Ab9d621,"Everlane, Inc.",2025-03-31,,,,,,5
A8ff6ae,Ab9d621,"Rent The Runway, Inc.",2025-03-31,,,,,,5
A930514,A109e0f,Ara Fund I Annex,2026-03-31,,,,,,5
A930514,A109e0f,BioVeritas,2026-03-31,,,,,,5
A930514,A109e0f,GIDARA Energy,2026-03-31,,,,,,5
A930514,A109e0f,Utility Global,2026-03-31,,,,,,5
A930514,A109e0f,Ara Fund I Annex,2025-12-31,,,,,,5
A930514,A109e0f,BioVeritas,2025-12-31,,,,,,5
A930514,A109e0f,GIDARA Energy,2025-12-31,,,,,,5
A930514,A109e0f,Utility Global,2025-12-31,,,,,,5
A97e381,A2d789a,Celles,2025-06-30,,,,,,5
A97e381,A2d789a,Celles,2024-12-31,,,,,,5
A9859d3,Af0082f,Lupu Holdings Limited,2026-03-31,,,,,,5
A9859d3,Af0082f,"Chameleon Biosciences, Inc.",2025-12-31,,,,,,5
A9859d3,Af0082f,Smart Drive Information Technology Inc (Lao Siji),2025-12-31,,,,,,5
A9859d3,Af0082f,"DoDa Interactive Entertainment Co., Ltd. (AGame)",2025-06-30,,,,,,5
A9859d3,Af0082f,Hangzhou Beauty Secret Brand Management Co. LTD,2025-06-30,,,,,,5
A9859d3,Af0082f,NutriMotion PTE.LTD,2025-03-31,,,,,,5
A9d1e8c,A041a39,Tailscale Inc.,2025-03-31,,,,,,5
A9e2889,A3e342a,"Fractyl Health, Inc.",2025-03-31,,,,,,5
A9e2889,A3e342a,"GC Innovation, LLC",2025-03-31,,,,,,5
Aa5bde6,A91b7d0,"RetireGo, Inc. (dba 401Go)",2025-09-30,,,,,,5
Aa5bde6,A91b7d0,"RetireGo, Inc. (dba 401Go)",2025-06-30,,,,,,5
Aa5bde6,A91b7d0,"CertifID, Inc",2024-12-31,,,,,,5
Aa5bde6,A91b7d0,"Reggora, Inc.",2024-12-31,,,,,,5
Aa5bde6,A91b7d0,"RetireGo, Inc. (dba 401Go)",2024-12-31,,,,,,5
Aa5bde6,A91b7d0,"RunBuggy OMI, Inc",2024-12-31,,,,,,5
Aa5bde6,A91b7d0,"Tava Health, Inc.",2024-12-31,,,,,,5
Aa5bde6,A91b7d0,"The Helper Bees, Inc.",2024-12-31,,,,,,5
Aa71003,18be12,American House Oak Park,2026-03-31,,,,,,5
Aa71003,18be12,Artisan Oaks,2026-03-31,,,,,,5
Aa71003,18be12,"Arya - Los Angeles, California",2026-03-31,,,,,,5
Aa71003,18be12,Bridge Point,2026-03-31,,,,,,5
Aa71003,18be12,Freddie Mac 2023 - KF151 B Piece,2026-03-31,,,,,,5
Aa71003,18be12,La Sierra,2026-03-31,,,,,,5
Aa71003,18be12,Nova Tallahassee,2026-03-31,,,,,,5
Aa71003,18be12,SaltAire - Torrance,2026-03-31,,,,,,5
Aa71003,18be12,The Bouldin & 1301 S Lamar,2026-03-31,,,,,,5
Aa71003,18be12,"The Saint Grand - Chicago, Illinois",2026-03-31,,,,,,5
Aa71003,18be12,American House Oak Park,2025-12-31,,,,,,5
Aa71003,18be12,Artisan Oaks,2025-12-31,,,,,,5
Aa71003,18be12,"Arya - Los Angeles, California",2025-12-31,,,,,,5
Aa71003,18be12,Freddie Mac 2023 - KF151 B Piece,2025-12-31,,,,,,5
Aa71003,18be12,Nova Tallahassee,2025-12-31,,,,,,5
Aa71003,18be12,SaltAire - Torrance,2025-12-31,,,,,,5
Aa71003,18be12,The Bouldin & 1301 S Lamar,2025-12-31,,,,,,5
Aa71003,18be12,"The Saint Grand - Chicago, Illinois",2025-12-31,,,,,,5
Aa71003,18be12,American House Oak Park,2025-09-30,,,,,,5
Aa71003,18be12,Artisan Oaks,2025-09-30,,,,,,5
Aa71003,18be12,"Arya - Los Angeles, California",2025-09-30,,,,,,5
Aa71003,18be12,Freddie Mac 2023 - KF151 B Piece,2025-09-30,,,,,,5
Aa71003,18be12,SaltAire - Torrance,2025-09-30,,,,,,5
Aa71003,18be12,"The Saint Grand - Chicago, Illinois",2025-09-30,,,,,,5
Aa71003,18be12,American House Oak Park,2025-06-30,,,,,,5
Aa71003,18be12,Artisan Oaks,2025-06-30,,,,,,5
Aa71003,18be12,Freddie Mac 2023 - KF151 B Piece,2025-06-30,,,,,,5
Aa71003,18be12,SaltAire - Torrance,2025-06-30,,,,,,5
Aa71003,18be12,Freddie Mac 2023 - KF151 B Piece,2025-03-31,,,,,,5
Aa71003,18be12,Freddie Mac 2023 - KF151 B Piece,2024-12-31,,,,,,5
Aa71003,18be12,Parkstone at Indian Land,2024-12-31,,,,,,5
Ab3ea87,A5d1a01,AGR,2025-12-31,,,,,,5
Ab3ea87,A5d1a01,Akers/Ampco- Pittsburgh,2025-12-31,,,,,,5
Ab3ea87,A5d1a01,Constructor,2025-12-31,,,,,,5
Ab3ea87,A5d1a01,Dustin,2025-12-31,,,,,,5
Ab3ea87,A5d1a01,EDS (Fund II),2025-12-31,,,,,,5
Ab3ea87,A5d1a01,Euro Cater,2025-12-31,,,,,,5
Ab3ea87,A5d1a01,Helly Hansen,2025-12-31,,,,,,5
Ab3ea87,A5d1a01,Lindorff (Fund II),2025-12-31,,,,,,5
Ab3ea87,A5d1a01,NorthStar,2025-12-31,,,,,,5
Ab3ea87,A5d1a01,PIAB,2025-12-31,,,,,,5
Ab3ea87,A5d1a01,Q-Matic,2025-12-31,,,,,,5
Ab3ea87,A5d1a01,Relacom (Fund II),2025-12-31,,,,,,5
Ab3ea87,A5d1a01,SPT Group,2025-12-31,,,,,,5
Ab3ea87,A5d1a01,Vatus,2025-12-31,,,,,,5
Ab3ea87,A5d1a01,OptiGroup,2025-09-30,,,,,,5
Ab3ea87,A5d1a01,Q-Matic,2025-09-30,,,,,,5
Ab3ea87,A5d1a01,AGR,2025-06-30,,,,,,5
Ab3ea87,A5d1a01,Akers/Ampco- Pittsburgh,2025-06-30,,,,,,5
Ab3ea87,A5d1a01,Constructor,2025-06-30,,,,,,5
Ab3ea87,A5d1a01,Dustin,2025-06-30,,,,,,5
Ab3ea87,A5d1a01,EDS (Fund II),2025-06-30,,,,,,5
Ab3ea87,A5d1a01,Euro Cater,2025-06-30,,,,,,5
Ab3ea87,A5d1a01,Helly Hansen,2025-06-30,,,,,,5
Ab3ea87,A5d1a01,Lindorff (Fund II),2025-06-30,,,,,,5
Ab3ea87,A5d1a01,NorthStar,2025-06-30,,,,,,5
Ab3ea87,A5d1a01,PIAB,2025-06-30,,,,,,5
Ab3ea87,A5d1a01,Q-Matic,2025-06-30,,,,,,5
Ab3ea87,A5d1a01,Relacom (Fund II),2025-06-30,,,,,,5
Ab3ea87,A5d1a01,SPT Group,2025-06-30,,,,,,5
Ab3ea87,A5d1a01,Vatus,2025-06-30,,,,,,5
Ab3ea87,A5d1a01,AGR,2025-03-31,,,,,,5
Ab3ea87,A5d1a01,Akers/Ampco- Pittsburgh,2025-03-31,,,,,,5
Ab3ea87,A5d1a01,Constructor,2025-03-31,,,,,,5
Ab3ea87,A5d1a01,Dustin,2025-03-31,,,,,,5
Ab3ea87,A5d1a01,EDS (Fund II),2025-03-31,,,,,,5
Ab3ea87,A5d1a01,Euro Cater,2025-03-31,,,,,,5
Ab3ea87,A5d1a01,Helly Hansen,2025-03-31,,,,,,5
Ab3ea87,A5d1a01,Lindorff (Fund II),2025-03-31,,,,,,5
Ab3ea87,A5d1a01,NorthStar,2025-03-31,,,,,,5
Ab3ea87,A5d1a01,PIAB,2025-03-31,,,,,,5
Ab3ea87,A5d1a01,Q-Matic,2025-03-31,,,,,,5
Ab3ea87,A5d1a01,Relacom (Fund II),2025-03-31,,,,,,5
Ab3ea87,A5d1a01,SPT Group,2025-03-31,,,,,,5
Ab3ea87,A5d1a01,Vatus,2025-03-31,,,,,,5
Ab3ea87,A5d1a01,AGR,2024-12-31,,,,,,5
Ab3ea87,A5d1a01,Akers/Ampco- Pittsburgh,2024-12-31,,,,,,5
Ab3ea87,A5d1a01,Constructor,2024-12-31,,,,,,5
Ab3ea87,A5d1a01,Dustin,2024-12-31,,,,,,5
Ab3ea87,A5d1a01,EDS (Fund II),2024-12-31,,,,,,5
Ab3ea87,A5d1a01,Euro Cater,2024-12-31,,,,,,5
Ab3ea87,A5d1a01,Helly Hansen,2024-12-31,,,,,,5
Ab3ea87,A5d1a01,Lindorff (Fund II),2024-12-31,,,,,,5
Ab3ea87,A5d1a01,NorthStar,2024-12-31,,,,,,5
Ab3ea87,A5d1a01,PIAB,2024-12-31,,,,,,5
Ab3ea87,A5d1a01,Relacom (Fund II),2024-12-31,,,,,,5
Ab3ea87,A5d1a01,SPT Group,2024-12-31,,,,,,5
Ab3ea87,A5d1a01,Vatus,2024-12-31,,,,,,5
Ab4033d,A91b7d0,Beacon Platform Incorporated,2025-06-30,,,,,,5
Ab4033d,A91b7d0,CertifID. -,2025-06-30,,,,,,5
Ab4033d,A91b7d0,"Employee Navigator Holdings, Inc.",2025-06-30,,,,,,5
Ab4033d,A91b7d0,"The Helper Bees, Inc.",2025-06-30,,,,,,5
Ab4033d,A91b7d0,Beacon Platform Incorporated,2025-03-31,,,,,,5
Ab4033d,A91b7d0,"The Helper Bees, Inc.",2025-03-31,,,,,,5
Ab4033d,A91b7d0,Beacon Platform Incorporated,2024-12-31,,,,,,5
Ab4033d,A91b7d0,"The Helper Bees, Inc.",2024-12-31,,,,,,5
Ab4033d,A91b7d0,"WarrCloud, Inc",2024-12-31,,,,,,5
Ab80ef5,A7d02b3,"Audax Private Equity Fund VII-B, L.P.",2026-03-31,,,,,,5
Ab80ef5,A7d02b3,BC Partners Fund XI,2026-03-31,,,,,,5
Ab80ef5,A7d02b3,"Francisco Partners VII, L.P.",2026-03-31,,,,,,5
Ab80ef5,A7d02b3,"Nordic Capital Fund XI, L.P.",2026-03-31,,,,,,5
Ab80ef5,A7d02b3,PAI Partners VIII-1 SCSp,2026-03-31,,,,,,5
Ab80ef5,A7d02b3,Roark Capital Partners VI LP,2026-03-31,,,,,,5
Ab80ef5,A7d02b3,"The Veritas Capital Fund VIII, L.P.",2026-03-31,,,,,,5
Ab80ef5,A7d02b3,"Audax Private Equity Fund VII-B, L.P.",2025-12-31,,,,,,5
Ab80ef5,A7d02b3,BC Partners Fund XI,2025-12-31,,,,,,5
Ab80ef5,A7d02b3,"Francisco Partners VII, L.P.",2025-12-31,,,,,,5
Ab80ef5,A7d02b3,"Nordic Capital Fund XI, L.P.",2025-12-31,,,,,,5
Ab80ef5,A7d02b3,PAI Partners VIII-1 SCSp,2025-12-31,,,,,,5
Ab80ef5,A7d02b3,Roark Capital Partners VI LP,2025-12-31,,,,,,5
Ab80ef5,A7d02b3,"The Veritas Capital Fund VIII, L.P.",2025-12-31,,,,,,5
Ab80ef5,A7d02b3,"Audax Private Equity Fund VII-B, L.P.",2025-09-30,,,,,,5
Ab80ef5,A7d02b3,BC Partners Fund XI,2025-09-30,,,,,,5
Ab80ef5,A7d02b3,"Francisco Partners VII, L.P.",2025-09-30,,,,,,5
Ab80ef5,A7d02b3,"Nordic Capital Fund XI, L.P.",2025-09-30,,,,,,5
Ab80ef5,A7d02b3,PAI Partners VIII-1 SCSp,2025-09-30,,,,,,5
Ab80ef5,A7d02b3,Roark Capital Partners VI LP,2025-09-30,,,,,,5
Ab80ef5,A7d02b3,"The Veritas Capital Fund VIII, L.P.",2025-09-30,,,,,,5
